Date,p_AAN ,p_IBN ,p_MSFT ,p_SBUX ,p_WMT 
4/20/2004,11.1111,3.278,25.33,9.3075,58.1
4/21/2004,11.2267,3.206,25.45,9.3075,58.35
4/22/2004,11.6311,3.336,25.95,9.765,58.6
4/23/2004,11.2978,3.45,27.54,9.795,58.97
4/26/2004,11.1378,3.304,27.24,9.75,58.14
4/27/2004,12.6311,3.226,27.22,9.8175,58.6
4/28/2004,13.1556,3.202,26.56,9.735,57.98
4/29/2004,12.9956,3.15,26.48,9.7775,57.57
4/30/2004,12.8711,3.1,26.13,9.73,57
5/3/2004,13.3511,3.36,26.35,9.7875,56.54
5/4/2004,12.3156,3.278,26.33,9.9,56
5/5/2004,12.5733,3.314,26.3,9.955,55.86
5/6/2004,12.5067,3.21,26.12,9.8575,54.58
5/7/2004,12.2178,3.156,25.78,9.5375,53.9
5/10/2004,11.92,2.83,25.93,9.4925,55.22
5/11/2004,12.6444,2.85,25.94,9.5325,54.53
5/12/2004,12.5867,2.806,25.94,9.4425,55.06
5/13/2004,12.5111,2.82,26.1,9.4625,55.25
5/14/2004,12.5822,2.53,25.86,9.51,55.06
5/17/2004,12.2667,2.314,25.54,9.395,54.7
5/18/2004,12.32,2.53,25.83,9.4025,55.21
5/19/2004,12.3022,2.596,25.62,9.385,54.78
5/20/2004,12.2489,2.506,25.73,9.6175,54.84
5/21/2004,12.4756,2.546,25.89,9.6925,55.09
5/24/2004,12.5067,2.598,25.76,9.69,54.99
5/25/2004,13.1822,2.61,26.1,9.895,55.49
5/26/2004,13.1422,2.616,26.14,9.9175,55.28
5/27/2004,13.1244,2.62,26.19,10.005,55.97
5/28/2004,13.2222,2.574,26.23,10.15,55.73
6/1/2004,13.8578,2.52,26.11,10.2625,55.44
6/2/2004,13.7556,2.6,26.13,10.355,56.35
6/3/2004,13.4311,2.55,25.89,10.3,56.6
6/4/2004,13.52,2.64,25.95,10.34,56.59
6/7/2004,13.4667,2.62,26.43,10.58,57.5
6/8/2004,13.6,2.57,26.6,10.7725,57.68
6/9/2004,13.3956,2.63,26.47,10.6875,57.03
6/10/2004,13.3956,2.626,26.77,10.6575,57.2
6/14/2004,13.08,2.492,26.9,10.495,56.38
6/15/2004,13.3111,2.51,27.405,10.695,56.71
6/16/2004,13.3289,2.496,27.32,10.73,56.12
6/17/2004,13.3778,2.54,27.769,10.765,55.85
6/18/2004,13.36,2.5,28.35,10.925,55.62
6/21/2004,13.1111,2.462,28.35,10.94,54.93
6/22/2004,12.9867,2.434,28.29,10.95,54.06
6/23/2004,13.5244,2.394,28.3,11.045,53.55
6/24/2004,13.2311,2.386,28.39,10.9075,53.15
6/25/2004,13.2444,2.4,28.57,10.8,52.51
6/28/2004,13.7778,2.39,28.28,10.8175,52.46
6/29/2004,14.4178,2.35,28.5,10.8025,51.98
6/30/2004,14.7289,2.42,28.56,10.8725,52.76
7/1/2004,14.4,2.378,28.63,11.155,51.76
7/2/2004,14.32,2.38,28.57,11.385,51.93
7/6/2004,14.5422,2.296,28.02,11.3525,52.08
7/7/2004,14.5244,2.26,28.1,11.535,52.32
7/8/2004,14.4578,2.25,27.64,11.2875,52.18
7/9/2004,14.4489,2.36,27.86,11.415,51.76
7/12/2004,14.4756,2.37,27.89,11.4025,52.21
7/13/2004,14.7778,2.37,27.6,11.45,53.01
7/14/2004,14.6756,2.318,28.13,11.49,52.58
7/15/2004,14.8933,2.3,27.87,11.505,52.33
7/16/2004,14.6622,2.38,27.48,11.5425,52.65
7/19/2004,14.6222,2.426,27.95,11.6425,52.86
7/20/2004,14.6,2.47,28.32,11.6075,53.25
7/21/2004,14.2267,2.464,28.86,11.41,53.12
7/22/2004,14.1156,2.438,29,11.94,52.91
7/23/2004,13.8889,2.406,28.03,11.765,53.16
7/26/2004,13.9911,2.406,28.66,11.6825,52.65
7/27/2004,14.1467,2.46,28.44,11.9425,53.9
7/28/2004,13.7867,2.494,28.58,11.97,53.91
7/29/2004,14.1333,2.572,28.48,11.8825,53.48
7/30/2004,14.2756,2.604,28.49,11.7475,53.01
8/2/2004,13.6889,2.71,28.52,11.6175,53.18
8/3/2004,13.7156,2.66,28.07,11.4625,52.87
8/4/2004,13.7422,2.584,28.06,11.3575,53.2
8/5/2004,13.3378,2.604,27.53,11.3225,52.05
8/6/2004,13.2978,2.542,27.14,10.92,51.33
8/9/2004,13.1244,2.572,27.18,10.99,51.37
8/10/2004,13.1289,2.558,27.72,11.27,52.11
8/11/2004,13.2,2.512,27.41,11.15,51.63
8/12/2004,13.0178,2.516,26.88,10.9325,52.65
8/13/2004,12.7511,2.438,27.02,10.7975,53.4
8/16/2004,12.92,2.436,27.09,10.895,54.3
8/17/2004,12.6333,2.462,27.05,10.925,54.97
8/18/2004,12.7933,2.482,27.46,11.1225,54.46
8/19/2004,13.0733,2.456,27.12,11.1625,54.86
8/20/2004,13.8,2.446,27.2,11.26,54.65
8/23/2004,13.3333,2.398,27.24,11.2475,53.8
8/24/2004,13.5733,2.412,27.24,11.415,53.86
8/25/2004,13.76,2.45,27.55,11.51,54.1
8/26/2004,13.9133,2.48,27.44,10.7675,53.88
8/27/2004,13.62,2.478,27.46,10.6425,53.56
8/30/2004,13.6867,2.474,27.3,10.69,53.2
8/31/2004,13.6933,2.44,27.3,10.81,52.67
9/1/2004,13.8,2.47,27.39,10.8075,52.63
9/2/2004,14.2,2.44,27.62,11.1,53.02
9/3/2004,14.4667,2.464,27.11,11.09,53.25
9/7/2004,14.52,2.504,27.36,11.095,53.29
9/8/2004,14.3733,2.574,27.26,11.08,53.08
9/9/2004,14.2467,2.606,27.28,11.155,52.57
9/10/2004,14.0667,2.6,27.49,11.215,53.45
9/13/2004,13.7533,2.63,27.25,11.2575,53.35
9/14/2004,14.3,2.66,27.44,11.4925,53.22
9/15/2004,14.2067,2.552,27.19,11.355,52.91
9/16/2004,14.22,2.68,27.26,11.405,52.77
9/17/2004,13.9867,2.702,27.51,11.5125,52.48
9/20/2004,13.92,2.684,27.51,11.4,52.2
9/21/2004,14.1133,2.782,27.26,11.4325,52.26
9/22/2004,13.6,2.778,27.12,11.1925,51.67
9/23/2004,13.9467,2.77,27.35,11.1675,52.54
9/24/2004,14.0667,2.746,27.29,11.26,52.81
9/27/2004,13.5267,2.71,27.19,11.095,52.52
9/28/2004,13.6333,2.74,27.27,11.145,52.78
9/29/2004,14.1467,2.758,27.58,11.375,53
9/30/2004,14.5067,2.76,27.65,11.365,53.2
10/1/2004,14.56,2.85,28.25,11.805,53.13
10/4/2004,14.58,2.868,28.12,11.7625,53.31
10/5/2004,14.4333,3.01,28.38,11.8575,53.41
10/6/2004,15.2,2.946,28.53,11.995,53.98
10/7/2004,15.0333,2.798,28.17,11.7725,53.55
10/8/2004,14.6733,2.802,27.99,11.8475,52.85
10/11/2004,14.96,2.78,28.06,11.9525,52.9
10/12/2004,14.8733,2.752,28.03,12.01,52.92
10/13/2004,14.6067,2.758,28.03,11.9125,52.55
10/14/2004,14.4667,2.792,27.8,11.9475,52.1
10/15/2004,14.8867,2.882,27.99,12.3675,52.53
10/18/2004,14.6467,3.01,28.41,12.575,52.92
10/19/2004,14.7733,2.976,28.18,12.5775,52.68
10/20/2004,14.7467,2.918,28.699,12.565,52.48
10/21/2004,15.1667,2.96,28.56,12.69,52.11
10/22/2004,14.5,2.94,27.74,12.535,51.99
10/25/2004,14.6067,2.94,27.63,12.415,52.3
10/26/2004,14.9733,2.93,27.9,12.6275,52.82
10/27/2004,15.0333,2.992,28.15,12.9475,53.72
10/28/2004,15.06,3.11,28.01,13.2125,53.99
10/29/2004,14.4667,3.152,27.97,13.22,53.92
11/1/2004,14.2933,3.11,28.08,13.325,53.85
11/2/2004,14.4,3.24,28.24,13.245,54.15
11/3/2004,14.5667,3.292,28.47,13.37,54.48
11/4/2004,15.02,3.274,29,13.6625,56.26
11/5/2004,14.98,3.336,29.31,13.6275,56.47
11/8/2004,15.0533,3.29,29.28,13.6,56.53
11/9/2004,15.0333,3.3,29.77,13.705,56.32
11/10/2004,14.9667,3.38,29.73,13.8225,56.05
11/11/2004,14.84,3.31,29.98,13.8605,56.62
11/12/2004,14.96,3.41,29.97,13.825,56.85
11/15/2004,14.8067,3.386,27.39,13.79,57.7
11/16/2004,14.9933,3.44,27.12,13.66,56.89
11/17/2004,15.4,3.502,27.17,13.8975,56.24
11/18/2004,15.66,3.514,27.07,13.945,55.8
11/19/2004,15.5,3.49,26.86,13.8025,55.25
11/22/2004,15.8933,3.53,26.65,14.1225,55.68
11/23/2004,16.3133,3.674,26.53,14.1025,55.65
11/24/2004,16.32,3.636,26.64,14.1925,55.5
11/26/2004,16.3067,3.65,26.6,14.15,55.32
11/29/2004,16.3667,3.77,26.77,14.1025,53.15
11/30/2004,16.1733,3.706,26.81,14.065,52.06
12/1/2004,16.4867,3.768,27.25,14.3875,52.82
12/2/2004,16.4333,3.732,27.09,14.6625,53
12/3/2004,16.4667,3.78,27.23,14.6455,52.93
12/6/2004,16.2,3.93,27.33,14.685,52.52
12/7/2004,15.68,3.876,27.07,14.3175,52.5
12/8/2004,16.16,3.722,27.36,14.5525,52.51
12/9/2004,16.02,3.792,27.23,14.6625,52.77
12/10/2004,16,3.8,27.08,14.515,52.71
12/13/2004,16.1667,3.834,27.25,14.6725,52.95
12/14/2004,16.2667,3.81,27.23,14.68,53.51
12/15/2004,16.26,3.838,27.11,14.67,53.03
12/16/2004,16.0067,3.87,27.16,14.51,52.75
12/17/2004,15.9467,3.9,26.96,14.545,52.02
12/20/2004,15.9533,3.926,26.95,14.6875,52.2
12/21/2004,16.5733,3.918,27.07,14.74,52.6
12/22/2004,16.7467,3.926,26.97,15.285,52.97
12/23/2004,16.7467,3.958,27.01,15.155,52.55
12/27/2004,16.2067,3.99,26.85,15.35,52.79
12/28/2004,16.76,4.09,26.95,15.7725,53.23
12/29/2004,16.6667,4.06,26.9,15.9675,53.44
12/30/2004,16.6,3.974,26.76,15.66,53.06
12/31/2004,16.6667,4.03,26.72,15.59,52.82
1/3/2005,16.1533,3.954,26.74,15.285,53.35
1/4/2005,15.36,3.954,26.84,15.275,53.22
1/5/2005,15.5933,3.67,26.78,15.4,53.29
1/6/2005,15.3,3.712,26.75,14.935,54.05
1/7/2005,14.6333,3.72,26.67,14.9175,53.99
1/10/2005,15.0133,3.71,26.8,14.4575,53.72
1/11/2005,15,3.684,26.73,14.3475,53.59
1/12/2005,15.3133,3.688,26.78,14.255,54.08
1/13/2005,15.1667,3.654,26.27,13.8425,53.64
1/14/2005,15.1733,3.708,26.12,14.0525,53.99
1/18/2005,15.2933,3.804,26.32,14.4875,54.49
1/19/2005,15.2467,3.89,25.98,14.4375,53.78
1/20/2005,15.0133,3.79,25.86,14.1525,53.37
1/21/2005,14.6667,3.776,25.65,13.92,53.01
1/24/2005,14.3867,3.7,25.67,13.4775,53.07
1/25/2005,13.8667,3.71,26.02,13.5,53.28
1/26/2005,13.18,3.698,26.01,13.835,53.28
1/27/2005,13.8133,3.73,26.11,13.2575,53.08
1/28/2005,13.5067,3.744,26.18,13.425,52.43
1/31/2005,14.16,3.934,26.28,13.5,52.4
2/1/2005,14.2,4.096,26.39,13.5875,52.61
2/2/2005,14.6933,4.04,26.46,13.5,53.06
2/3/2005,14.5333,4.08,26.18,12.3925,53.42
2/4/2005,15.0133,4.17,26.32,12.665,53.46
2/7/2005,15.0467,4.252,26.16,12.75,53.51
2/8/2005,15,4.222,26.24,12.8925,53.2
2/9/2005,14.5467,4.22,26.07,12.6375,52.52
2/10/2005,14.5667,4.224,26.06,12.545,52.26
2/11/2005,14.4733,4.274,25.97,12.545,52.1
2/14/2005,14.42,4.4,26.01,12.4625,52.15
2/15/2005,14.48,4.4,25.93,12.6275,52.7
2/16/2005,14.4,4.4,25.79,12.5975,52.6
2/17/2005,14.32,4.44,25.65,12.45,52.7
2/18/2005,14.2067,4.4,25.48,12.4825,52.72
2/22/2005,13.7933,4.34,25.23,12.4075,52
2/23/2005,13.76,4.342,25.2,12.475,51.6
2/24/2005,13.0867,4.354,25.37,12.7875,51.46
2/25/2005,13.5467,4.438,25.25,12.7925,51.49
2/28/2005,13.64,4.53,25.16,12.9525,51.61
3/1/2005,14,4.5,25.28,13.145,52.04
3/2/2005,14.0933,4.394,25.26,13.2025,51.95
3/3/2005,13.8867,4.398,25.17,13.3975,52.86
3/4/2005,14.1,4.398,25.17,13.61,53.1
3/7/2005,13.9,4.39,25.47,13.7875,52.78
3/8/2005,13.8533,4.176,25.4,13.64,52.42
3/9/2005,13.44,4.13,25.31,13.64,52.45
3/10/2005,13.28,4.08,25.43,13.575,52.15
3/11/2005,13.3267,4.12,25.09,13.375,51.6
3/14/2005,13.5133,4.098,25.11,13.425,51.3
3/15/2005,13.9333,4.154,24.91,13.335,51.03
3/16/2005,13.82,4.154,24.63,13.015,51.33
3/17/2005,13.9533,4.222,24.54,13.035,52.33
3/18/2005,13.8333,4.336,24.31,13.13,51.45
3/21/2005,13.88,4.272,24.2,13.0425,51.17
3/22/2005,13.7533,4.16,23.99,12.915,50.9
3/23/2005,13.3667,4.05,24.18,12.86,50.65
3/24/2005,13.3267,4.102,24.28,12.9625,50.66
3/28/2005,13.4667,4.014,24.2,13.045,50.99
3/29/2005,13.4733,3.774,23.92,13.1425,50.77
3/30/2005,13.5,3.914,24.16,13.2025,50.84
3/31/2005,13.3333,4.144,24.17,12.915,50.11
4/1/2005,12.9667,4.15,24.12,12.8148,48.99
4/4/2005,12.9533,4.08,24.23,12.8525,49.41
4/5/2005,12.9267,4.07,24.47,12.935,49.67
4/6/2005,12.96,4.12,24.67,13.0325,49.5
4/7/2005,12.66,4.096,25.1,12.625,48.9
4/8/2005,12.3333,4.036,24.94,12.155,48.57
4/11/2005,12.52,3.898,24.97,11.8775,48.51
4/12/2005,12.5667,4.01,25.32,11.9875,48.63
4/13/2005,12.28,3.952,25.04,11.7775,48.57
4/14/2005,11.82,3.812,24.84,11.7175,47.96
4/15/2005,11.84,3.76,24.46,11.835,47.7
4/18/2005,11.8,3.868,24.65,11.75,47.88
4/19/2005,12.1333,3.89,24.63,11.555,47.6
4/20/2005,12.1333,3.748,24.32,11.4175,47.35
4/21/2005,12.2,3.862,25.28,11.6025,47.78
4/22/2005,11.7333,3.858,24.98,11.39,46.81
4/25/2005,12.1,3.896,24.99,11.8625,47.02
4/26/2005,12.1867,3.828,24.76,11.6525,47
4/27/2005,12.68,3.778,24.99,11.6025,47.29
4/28/2005,14.5333,3.664,24.45,12.14,47.05
4/29/2005,14.64,3.616,25.3,12.38,47.14
5/2/2005,15.0667,3.762,25.23,12.4525,47.8
5/3/2005,14.9333,3.7,25.36,12.5025,48.4
5/4/2005,15.1667,3.832,25.21,12.6525,48.45
5/5/2005,15.2067,3.868,25.23,13.06,48.57
5/6/2005,15.3667,3.89,25.22,13.105,48.96
5/9/2005,15.4667,3.96,25.11,13.0575,49.25
5/10/2005,14.8,3.93,24.9,12.975,48.72
5/11/2005,14.9267,3.912,24.91,13.2375,48.6
5/12/2005,14.6,3.838,25,13.2875,47.65
5/13/2005,14.7467,3.818,25.3,13.5,47.13
5/16/2005,14.98,3.912,25.49,13.4475,47.22
5/17/2005,15.0133,3.852,25.46,13.5125,47
5/18/2005,15.44,4.042,25.7,13.7625,47.58
5/19/2005,15.4733,3.98,25.92,13.77,47.51
5/20/2005,15.24,3.984,25.74,13.7475,47.18
5/23/2005,15.2,3.914,25.85,13.73,47.85
5/24/2005,15.3267,3.874,25.75,13.695,47.65
5/25/2005,14.98,3.858,25.71,13.75,47.3
5/26/2005,15.1067,3.9,25.9,13.7975,47.31
5/27/2005,15.2,3.914,26.07,13.9075,47.27
5/31/2005,15.0733,3.886,25.8,13.6975,47.23
6/1/2005,15.4267,3.96,25.84,13.9275,47.92
6/2/2005,15.4667,3.96,25.79,14.0625,48.22
6/3/2005,15.58,4.098,25.43,13.865,47.35
6/6/2005,15.7867,4.206,25.37,13.9475,47.73
6/7/2005,15.9467,4.32,25.51,13.8775,47.76
6/8/2005,15.6667,4.332,25.4,13.7775,47.57
6/9/2005,15.7867,4.374,25.51,13.825,47.82
6/10/2005,15.6133,4.346,25.43,13.6925,47.98
6/13/2005,16.0333,4.428,25.31,13.8275,48.28
6/14/2005,16.1667,4.408,25.36,13.81,49.68
6/15/2005,16.1867,4.402,25.26,13.8263,49.85
6/16/2005,16.5333,4.402,25.04,13.7525,49.35
6/17/2005,16.2333,4.42,25.04,13.6375,48.93
6/20/2005,16.3133,4.41,25.11,13.6075,48.86
6/21/2005,16.2,4.444,25.15,13.4675,48.53
6/22/2005,16.5067,4.446,25.07,13.4925,48.79
6/23/2005,16.2067,4.374,25.31,13.3,47.88
6/24/2005,15.5333,4.37,25.04,13.11,47.37
6/27/2005,15.8533,4.432,25.05,12.99,47.52
6/28/2005,16.0067,4.426,25.07,13.265,48.43
6/29/2005,16.4467,4.38,25.09,13.0425,48.54
6/30/2005,16.5933,4.37,24.84,12.915,48.2
7/1/2005,16.7267,4.4,24.71,12.7625,48.28
7/5/2005,17.1267,4.54,24.98,12.995,49.8
7/6/2005,16.3533,4.556,24.7,12.645,49.38
7/7/2005,16.2,4.608,24.65,12.5475,49.51
7/8/2005,16.7333,4.858,25.09,12.945,49.9
7/11/2005,16.9733,4.922,25.29,13.0075,49.8
7/12/2005,16.7667,4.88,25.61,12.99,50.09
7/13/2005,16.8,4.84,25.66,12.9275,50.14
7/14/2005,16.4333,4.654,25.97,13.115,50.51
7/15/2005,16.4467,4.69,25.79,13.175,50.25
7/18/2005,16.2933,4.682,25.55,13.0875,49.99
7/19/2005,16.58,4.8,26.16,12.9025,49.76
7/20/2005,16.5467,4.794,26.19,13.0075,50
7/21/2005,16.22,4.792,26.44,12.905,49.39
7/22/2005,16.3333,4.866,25.68,12.83,49.54
7/25/2005,15.9733,5.066,25.69,12.6125,49.45
7/26/2005,15.6267,5.04,25.54,12.5975,49.53
7/27/2005,15.5667,5.068,25.72,12.5875,49.8
7/28/2005,16.3867,5.108,25.75,13.17,49.82
7/29/2005,16.36,5.282,25.61,13.1375,49.35
8/1/2005,16.64,5.08,25.92,13.0475,49.53
8/2/2005,16.6667,5.034,26.81,13.0275,49.8
8/3/2005,16.7333,5.032,27.25,12.975,49.68
8/4/2005,16.3467,4.862,27.32,12.745,49.29
8/5/2005,16.0267,4.75,27.76,12.635,49.32
8/8/2005,16,4.752,27.13,12.7475,49.15
8/9/2005,16.0267,4.93,27.35,12.9425,49.22
8/10/2005,15.9133,5.032,26.95,12.8425,48.84
8/11/2005,16.58,5.13,27.27,13.095,48.95
8/12/2005,16.6867,5.054,27.05,13.0075,48.7
8/15/2005,16.6267,5.07,27.13,13.06,49.1
8/16/2005,16.22,4.94,26.74,12.7725,47.57
8/17/2005,16.4333,4.9,26.95,12.8325,47.11
8/18/2005,16.26,4.838,26.82,12.7875,47.24
8/19/2005,16.04,4.858,26.72,12.775,46.58
8/22/2005,15.8,4.862,26.91,12.66,46.67
8/23/2005,15.4733,4.648,26.87,12.56,46.34
8/24/2005,15.4867,4.584,26.81,12.355,45.55
8/25/2005,15.5,4.63,27.03,12.3575,45.29
8/26/2005,15.2133,4.554,26.97,12.355,45.7
8/29/2005,14.94,4.58,27.15,12.3025,45.65
8/30/2005,14.4333,4.632,27.18,12.1425,45.19
8/31/2005,14.7667,4.676,27.38,12.2575,44.96
9/1/2005,14.3133,4.698,27.2,12.1725,45
9/2/2005,14.0533,4.734,27.02,12.075,44.55
9/6/2005,14.4533,4.8,27,12.135,45.69
9/7/2005,14.3333,4.67,26.85,12.0675,45.86
9/8/2005,14.0933,4.77,26.61,12.0525,45.86
9/9/2005,14.18,4.796,26.58,12.0975,45.89
9/12/2005,14.48,4.802,26.61,12.115,45.89
9/13/2005,14.18,4.836,26.48,11.99,45.07
9/14/2005,14.16,4.866,26.31,11.79,44.7
9/15/2005,14.14,4.988,26.27,11.8225,44.32
9/16/2005,14.2867,5.1,26.07,11.745,43.87
9/19/2005,13.7133,5.096,26,11.63,44.01
9/20/2005,13.5,5.26,25.84,11.54,43.21
9/21/2005,13.3667,5.388,25.49,11.6675,42.49
9/22/2005,13.5667,5.15,25.34,12.0775,43.19
9/23/2005,13.8467,5.21,25.27,12.135,43.2
9/26/2005,14.1467,5.126,25.27,12.16,43.11
9/27/2005,14.0733,5.408,25.34,12.1375,43.1
9/28/2005,13.9067,5.302,25.67,11.995,43.13
9/29/2005,14.1,5.402,25.94,12.2825,43.54
9/30/2005,14.1,5.65,25.73,12.525,43.82
10/3/2005,13.9533,5.556,25.5,12.6,43.76
10/4/2005,13.7733,5.42,24.98,12.635,43.85
10/5/2005,13.4333,4.968,24.67,12.4525,43.5
10/6/2005,13.2133,4.722,24.73,12.9175,43.93
10/7/2005,13.3267,4.924,24.59,12.76,44.03
10/10/2005,13.2333,4.9,24.46,12.83,44.54
10/11/2005,13.26,4.908,24.41,12.785,45.02
10/12/2005,13.22,4.704,24.3,12.68,44.94
10/13/2005,13.1067,4.68,24.59,13.225,44.76
10/14/2005,13.1933,4.586,24.67,13.22,45.04
10/17/2005,12.9667,4.68,24.53,13.2725,45.24
10/18/2005,12.9,4.546,24.57,13.15,45.13
10/19/2005,13.2667,4.744,25.09,13.685,45.99
10/20/2005,13.1267,4.652,24.79,13.5475,45.6
10/21/2005,13.2267,4.68,24.78,13.7525,45.72
10/24/2005,13.6133,4.538,25.1,13.945,46.21
10/25/2005,14.1067,4.55,25.03,13.945,45.39
10/26/2005,14.52,4.508,25.1101,13.835,45.58
10/27/2005,13.9267,4.408,24.85,13.435,44.74
10/28/2005,13.1267,4.518,25.53,13.905,45.5
10/31/2005,13.1333,4.73,25.7,14.14,47.31
11/1/2005,13.0867,4.88,25.96,14.075,46.99
11/2/2005,13.42,4.87,26.46,14.415,47.56
11/3/2005,13.5867,4.908,26.44,14.715,47.45
11/4/2005,13.66,4.77,26.66,15.18,47.69
11/7/2005,13.7067,4.718,27.01,15.205,48.05
11/8/2005,13.6667,4.79,27.0495,14.75,47.61
11/9/2005,13.5733,4.798,26.96,14.75,48.2
11/10/2005,13.9067,4.78,27.09,14.985,49.04
11/11/2005,13.7667,5.074,27.28,15.075,49
11/14/2005,14.0267,5.062,27.35,15.155,49.3
11/15/2005,13.8467,5.022,27.5,15.14,48.78
11/16/2005,13.8667,5.134,27.74,15.21,48.88
11/17/2005,13.8333,5.098,27.97,15.61,49.24
11/18/2005,14.16,5.078,28.07,15.49,49.5
11/21/2005,14.48,4.996,28.16,15.95,49.62
11/22/2005,14.28,4.904,27.91,15.775,50.2
11/23/2005,14.24,4.9,27.92,15.875,50.57
11/25/2005,14.18,4.968,27.76,15.85,50.49
11/28/2005,13.84,4.92,27.75,15.565,50
11/29/2005,13.72,5.024,27.68,15.42,49.01
11/30/2005,13.8467,5.094,27.68,15.225,48.56
12/1/2005,13.9,5.27,27.89,15.57,48.03
12/2/2005,14.08,5.31,28.01,15.965,47.97
12/5/2005,13.72,5.246,27.85,15.98,47.14
12/6/2005,13.7667,5.4,27.69,15.9,47.62
12/7/2005,13.78,5.452,27.75,15.67,47.75
12/8/2005,13.8067,5.35,27.69,15.425,47.7
12/9/2005,14.0667,5.352,27.71,15.555,48.08
12/12/2005,14.24,5.474,27.45,15.445,48.68
12/13/2005,14.2333,5.564,27.1301,15.75,49.47
12/14/2005,14.3733,5.572,27.09,15.83,49.51
12/15/2005,14.1667,5.54,26.92,15.81,49.26
12/16/2005,14,5.674,26.9,15.595,49.27
12/19/2005,13.6667,5.68,26.83,15.325,48.96
12/20/2005,13.48,5.64,26.86,15.08,48.6
12/21/2005,13.5667,5.722,26.73,15.265,48.65
12/22/2005,13.8933,5.85,26.59,15.39,48.6
12/23/2005,13.9733,5.876,26.64,15.28,48.34
12/27/2005,13.8333,5.722,26.46,15.275,47.73
12/28/2005,13.96,5.814,26.39,15.28,47.84
12/29/2005,14.2067,5.894,26.27,15.255,47.48
12/30/2005,14.0533,5.76,26.15,15.005,46.8
1/3/2006,14.46,5.972,26.84,15.435,46.23
1/4/2006,14.2667,6.26,26.97,15.835,46.32
1/5/2006,14.0667,6.178,26.99,15.805,45.69
1/6/2006,14.3333,6.334,26.91,15.81,45.88
1/9/2006,14.6,6.26,26.86,15.65,45.71
1/10/2006,14.6533,6.022,27,15.51,45.86
1/11/2006,14.9067,6.082,27.29,15.56,46.57
1/12/2006,14.72,6.04,27.14,15.48,45.74
1/13/2006,14.6133,5.98,27.19,15.645,45.4
1/17/2006,14.6733,5.78,26.99,15.57,44.95
1/18/2006,14.7333,5.688,26.83,15.565,45.18
1/19/2006,15.4,5.964,27.02,15.675,45.8
1/20/2006,15.3,5.92,26.41,15.1545,45
1/23/2006,15,5.908,26.35,15.12,45.25
1/24/2006,15.3467,6.036,26.28,15.355,45.72
1/25/2006,15.3733,6.202,26.4,15.18,45.97
1/26/2006,15.4333,6.4,26.5,15.745,46.32
1/27/2006,15.6933,6.316,27.79,15.975,45.84
1/30/2006,15.4333,6.282,28,15.935,46.41
1/31/2006,16.0333,6.284,28.15,15.85,46.11
2/1/2006,15.8467,6.382,28.04,15.68,46.14
2/2/2006,15.48,6.09,27.68,17.2,46.28
2/3/2006,15.5333,6.072,27.54,16.94,45.49
2/6/2006,15.4267,6.298,27.17,17.245,45.08
2/7/2006,15.4133,6.142,26.94,17.16,44.74
2/8/2006,15.5267,6.016,26.91,17.36,45.4
2/9/2006,15.9467,6.15,26.66,17.595,45.7
2/10/2006,16.1733,6.184,26.69,17.75,45.75
2/13/2006,16.3733,5.986,26.39,17.285,45.51
2/14/2006,16.22,6.012,26.65,17.335,46.45
2/15/2006,16.46,6.062,26.88,17.59,46.89
2/16/2006,16.6267,6.228,26.81,17.925,46.63
2/17/2006,16.5933,6.1,26.7,17.695,46.1
2/21/2006,16.5133,6.076,26.54,17.63,45.74
2/22/2006,16.6667,6.206,26.72,18.01,45.48
2/23/2006,17.3333,6.1,26.66,18.084,45.7
2/24/2006,17.4933,6.124,26.63,17.96,45.45
2/27/2006,17.4867,6.246,27.05,18.35,45.76
2/28/2006,17.4667,6.142,26.87,18.16,45.36
3/1/2006,17.4733,6.452,27.14,18.14,45.15
3/2/2006,17.0333,6.368,26.97,17.725,45.06
3/3/2006,16.9067,6.352,26.93,17.79,45.33
3/6/2006,16.82,6.2,26.91,17.955,45.12
3/7/2006,16.7667,5.956,27.06,17.775,45.27
3/8/2006,16.7867,5.8,27.25,17.675,45.27
3/9/2006,16.6733,5.884,27,17.46,45.24
3/10/2006,17.2933,5.99,27.17,17.695,45.33
3/13/2006,17.1933,6,27.11,17.515,45.27
3/14/2006,17.4933,5.936,27.23,18.125,45.54
3/15/2006,17.12,6.004,27.36,18.255,45.32
3/16/2006,17.2467,5.904,27.27,18.09,46.36
3/17/2006,17.7267,5.864,27.5,18.305,46.69
3/20/2006,17.86,5.904,27.89,18.445,47.76
3/21/2006,17.5733,5.81,27.74,18.14,48.11
3/22/2006,17.8933,5.844,27.15,18.28,48.1
3/23/2006,18.16,5.75,26.85,18.065,48.54
3/24/2006,18.32,5.79,27.01,18.31,48.19
3/27/2006,18.34,5.77,27.01,18.295,47.95
3/28/2006,17.9,5.746,26.9,18.3,47.75
3/29/2006,18.2933,5.68,27.02,18.765,48.05
3/30/2006,18.1533,5.582,27.23,18.765,47.66
3/31/2006,18.1133,5.536,27.21,18.815,47.24
4/3/2006,18.1,5.958,27.56,18.995,46.77
4/4/2006,18.06,5.9,27.64,19.165,46.5
4/5/2006,17.9333,5.86,27.74,18.745,46.87
4/6/2006,18.02,5.798,27.56,18.725,46.56
4/7/2006,18,5.64,27.25,18.93,46.02
4/10/2006,18.0667,5.59,27.29,18.985,45.7
4/11/2006,18,5.416,27.13,18.785,45.5
