Date,p_AAN ,p_IBN ,p_MSFT ,p_SBUX ,p_WMT 
7/30/2008,18.3067,5.976,26.23,7.335,58.56
7/31/2008,18.3133,5.922,25.72,7.345,58.62
8/1/2008,18.04,6.08,25.44,7.21,57.75
8/4/2008,18.0333,5.87,25.28,7.03,58.43
8/5/2008,18.5733,6.782,26.21,7.26,60.34
8/6/2008,18.62,6.788,27.02,7.47,60.76
8/7/2008,18.14,6.508,27.39,7.26,56.96
8/8/2008,18.6867,7.028,28.13,7.56,57.86
8/11/2008,19.4067,7.134,27.9,8.15,58.56
8/12/2008,19.0733,6.546,28.12,8.18,59.25
8/13/2008,19.1467,6.418,27.91,8.15,57.88
8/14/2008,19.0667,6.284,27.91,8.46,58.1
8/15/2008,19,6.224,27.81,8.345,59.37
8/18/2008,19.0533,5.974,27.69,8.255,58.83
8/19/2008,18.88,5.98,27.32,7.975,58.2
8/20/2008,19.0533,6.218,27.29,7.885,58.36
8/21/2008,18.9333,5.94,27.18,7.84,58.5
8/22/2008,18.7667,6.05,27.84,8.02,59.44
8/25/2008,18.4667,5.904,27.66,7.76,58.55
8/26/2008,18.6267,6.062,27.27,7.755,59
8/27/2008,18.8733,5.992,27.56,7.795,59.29
8/28/2008,19.2333,6.16,27.94,7.99,59.88
8/29/2008,19.04,6.204,27.29,7.78,59.07
9/2/2008,18.8933,6.552,27.1,7.87,59.65
9/3/2008,19.8133,6.506,26.9,7.965,59.79
9/4/2008,19.1267,6.128,26.35,7.54,59.78
9/5/2008,18.9533,6.342,25.65,7.59,60.74
9/8/2008,19.8,6.418,26.12,7.77,62
9/9/2008,19.4067,6.048,26.1,7.52,61.13
9/10/2008,19.5067,6.234,26.44,7.53,62.02
9/11/2008,19.82,6.054,27.34,7.815,63.17
9/12/2008,19.4933,5.97,27.62,7.665,62.41
9/15/2008,18.8667,5.222,26.82,7.54,61.63
9/16/2008,18.7,5.04,25.99,8.015,62.14
9/17/2008,18.08,4.654,24.57,7.79,59.64
9/18/2008,18.3333,5.202,25.26,8.015,61.48
9/19/2008,18.8533,5.598,25.16,8.07,59.7
9/22/2008,17.7267,5.16,25.4,7.63,58.89
9/23/2008,17.3133,5.2,25.44,7.53,58.4
9/24/2008,17.3667,5.55,25.72,7.445,58.92
9/25/2008,17.6333,5.488,26.61,7.465,60.12
9/26/2008,17.9667,4.988,27.4,7.48,60.71
9/29/2008,17.8933,4.366,25.01,7.085,58.45
9/30/2008,18.0467,4.704,26.69,7.435,59.89
10/1/2008,18.08,4.79,26.48,7.4,59.66
10/2/2008,17.6533,4.9,26.25,7.085,58.85
10/3/2008,17.24,4.558,26.32,6.83,59.73
10/6/2008,16.6333,4.132,24.91,6.485,57.9
10/7/2008,15.9067,4,23.23,6.14,54.84
10/8/2008,16.0333,3.516,23.01,5.765,54.55
10/9/2008,14.6067,3.47,22.3,5.505,51.39
10/10/2008,14.1133,2.77,21.5,5.54,50.95
10/13/2008,14.4933,3.6,25.5,5.87,54.5
10/14/2008,14.0667,3.566,24.1,5.65,54.44
10/15/2008,13.36,3.06,22.66,5.06,50.05
10/16/2008,14.1067,3.42,24.19,5.28,54.62
10/17/2008,13.82,3.222,23.93,5.225,53.77
10/20/2008,14.38,3.49,24.72,5.565,54.43
10/21/2008,14.02,3.33,23.36,5.255,53.67
10/22/2008,13.6267,2.824,21.53,4.995,52.27
10/23/2008,13.3267,2.878,22.32,5.13,52.76
10/24/2008,12.8533,2.488,21.96,4.84,51.4
10/27/2008,12.6067,2.49,21.18,4.795,49.67
10/28/2008,11.6067,2.962,23.1,5.43,55.17
10/29/2008,14.08,2.844,23,5.665,55.02
10/30/2008,15.3267,3.232,22.63,6.31,54.75
10/31/2008,16.5267,3.464,22.33,6.565,55.81
11/3/2008,16.3933,3.628,22.62,6.265,55.97
11/4/2008,15.52,3.892,23.53,6.22,56.13
11/5/2008,15.1733,3.428,22.08,5.835,54.13
11/6/2008,15.22,3.336,20.88,5.545,53.49
11/7/2008,15.8533,3.634,21.5,5.275,54.39
11/10/2008,15.0867,3.802,21.3,5.1,55.18
11/11/2008,15.12,3.374,21.2,4.995,54.75
11/12/2008,14.3333,2.966,20.3,4.665,52.62
11/13/2008,16.3533,3.234,21.25,4.655,54.93
11/14/2008,15.1533,3.022,20.06,4.305,52.71
11/17/2008,15.4133,3.004,19.32,4.32,51.81
11/18/2008,15.3333,2.906,19.62,4.19,52.72
11/19/2008,14.76,2.51,18.29,3.985,51
11/20/2008,14.4733,2.266,17.53,3.585,50.66
11/21/2008,15.4,2.618,19.68,3.915,52.92
11/24/2008,16.0067,2.788,20.69,4.225,52.77
11/25/2008,16.1533,2.728,19.99,4.105,54.68
11/26/2008,17.64,2.642,20.49,4.39,56.69
11/28/2008,17.62,2.848,20.22,4.465,55.88
12/1/2008,15.5333,2.464,18.61,3.975,53.01
12/2/2008,16.12,2.64,19.15,4.265,53.45
12/3/2008,16.26,2.788,19.87,4.32,54.38
12/4/2008,15.9333,2.798,19.11,4.305,55.11
12/5/2008,17.1333,3.068,19.87,4.56,58.21
12/8/2008,16.8133,3.24,21.01,4.8,57.56
12/9/2008,15.7667,3.132,20.6,4.635,55.81
12/10/2008,16.48,3.404,20.61,4.765,55.25
12/11/2008,15.5933,3.38,19.45,4.485,54.79
12/12/2008,16.2533,3.546,19.36,4.67,54.63
12/15/2008,15.7933,3.47,19.04,4.5,54.71
12/16/2008,16.9867,3.854,20.11,4.86,55.24
12/17/2008,17.2933,3.748,19.66,4.915,55.19
12/18/2008,17.4533,3.84,19.3,4.795,55.41
12/19/2008,19.1067,3.89,19.12,4.94,55.74
12/22/2008,18.4667,3.742,19.18,4.68,55.99
12/23/2008,17.9733,3.498,19.28,4.595,55.29
12/24/2008,17.7333,3.65,19.17,4.67,55.44
12/26/2008,17.44,3.49,19.13,4.675,55.35
12/29/2008,17.3133,3.802,18.96,4.515,55.11
12/30/2008,17.4,3.836,19.34,4.68,55.05
12/31/2008,17.7467,3.85,19.44,4.73,56.06
1/2/2009,17.86,4.122,20.33,4.92,57.18
1/5/2009,17.7867,4.2,20.52,4.96,56.52
1/6/2009,18.6467,4.4,20.76,5.11,56.02
1/7/2009,17.72,3.814,19.51,4.995,55.54
1/8/2009,17.8867,3.778,20.12,5.07,51.38
1/9/2009,17.1533,3.746,19.52,4.885,51.58
1/12/2009,17.4133,3.472,19.47,4.795,51.39
1/13/2009,17.6267,3.538,19.82,4.685,52.12
1/14/2009,17.3467,3.426,19.09,4.52,51.56
1/15/2009,18.2,3.298,19.24,4.64,51.35
1/16/2009,17.9867,3.372,19.71,4.73,51.56
1/20/2009,17.1,2.932,18.48,4.445,50.56
1/21/2009,17.6467,3.118,19.38,4.525,49.14
1/22/2009,17.54,3.002,17.11,4.56,48.87
1/23/2009,17.1733,2.962,17.2,4.54,48.35
1/26/2009,17.24,2.93,17.63,4.5,48.6
1/27/2009,16.42,3.036,17.66,4.575,48.79
1/28/2009,16.3933,3.492,18.04,4.825,48.73
1/29/2009,15.3333,3.272,17.59,4.825,47.86
1/30/2009,14.5733,3.296,17.1,4.72,47.12
2/2/2009,14.62,3.212,17.83,4.72,46.57
2/3/2009,15.6533,3.254,18.5,4.915,47.81
2/4/2009,15.4667,3.238,18.63,4.885,46.42
2/5/2009,15.4333,3.27,19.04,5.065,48.56
2/6/2009,16.44,3.534,19.66,5.27,49.63
2/9/2009,16.2733,3.632,19.44,5.36,49.28
2/10/2009,15.5133,3.416,18.8,4.95,47.72
2/11/2009,15.4533,3.55,19.21,4.995,48.23
2/12/2009,15.38,3.558,19.26,5.09,48.13
2/13/2009,15.2067,3.492,19.09,5.065,46.53
2/17/2009,16.1467,3.016,18.09,4.825,48.24
2/18/2009,15.8933,2.94,18.12,4.825,50
2/19/2009,16.02,2.9,17.91,4.76,50.45
2/20/2009,16.0133,2.756,18,4.79,50.02
2/23/2009,16.18,2.676,17.21,4.58,48.88
2/24/2009,16.2667,2.818,17.17,4.765,50.01
2/25/2009,16.5733,2.706,16.96,4.71,49.21
2/26/2009,15.8933,2.566,16.42,4.51,48.25
2/27/2009,16.02,2.492,16.15,4.575,49.24
3/2/2009,16.2133,2.2,15.79,4.385,48.04
3/3/2009,15.54,2.226,15.88,4.29,47.38
3/4/2009,15.72,2.316,16.12,4.415,48.49
3/5/2009,15.3467,2.032,15.27,4.28,49.75
3/6/2009,14.84,2.074,15.28,4.18,48.91
3/9/2009,14.8267,1.992,15.15,4.135,47.51
3/10/2009,15.76,2.316,16.48,4.565,48.67
3/11/2009,15.98,2.254,17.11,4.61,47.46
3/12/2009,16.3667,2.35,17.01,5.035,48.94
3/13/2009,16.5867,2.358,16.65,5.28,49.19
3/16/2009,16.12,2.526,16.25,5.39,48.8
3/17/2009,16.6667,2.616,16.9,5.57,50
3/18/2009,16.5333,2.778,16.96,5.75,50.44
3/19/2009,16.3533,2.668,17.14,5.795,49.95
3/20/2009,15.8667,2.508,17.06,5.58,49.59
3/23/2009,15.9,2.908,18.33,6.03,51.48
3/24/2009,15.6133,2.818,17.93,5.66,51.08
3/25/2009,15.6333,2.818,17.88,5.58,51.68
3/26/2009,16.9,2.958,18.83,6.195,52.76
3/27/2009,16.92,2.924,18.13,5.885,52.57
3/30/2009,17.8267,2.536,17.48,5.63,51.76
3/31/2009,17.7733,2.658,18.37,5.555,52.1
4/1/2009,17.8533,2.872,19.31,5.585,52.82
4/2/2009,18.34,3.014,19.29,5.91,53.64
4/3/2009,18.6267,3.056,18.75,5.845,53.8
4/6/2009,18.4133,2.97,18.76,5.71,53.43
4/7/2009,18.5133,2.906,18.76,5.595,52.39
4/8/2009,19.12,3.038,19.19,5.745,52.61
4/9/2009,19.4067,3.35,19.67,6,50.66
4/13/2009,19.66,3.534,19.59,6.005,51.53
4/14/2009,19.3333,3.39,19.35,5.935,51.12
4/15/2009,19.4,3.596,18.83,5.83,51.29
4/16/2009,19.64,3.534,19.76,5.805,50.78
4/17/2009,20.0133,3.502,19.2,6.03,50.2
4/20/2009,18.68,3.252,18.61,5.685,49.27
4/21/2009,18.9933,3.324,18.97,5.905,49.83
4/22/2009,19.1333,3.212,18.78,6.285,48.96
4/23/2009,18.7667,3.512,18.92,6.68,48.86
4/24/2009,19.1067,3.616,20.91,6.755,47.87
4/27/2009,19.12,3.69,20.4,6.6,48.51
4/28/2009,22.2867,3.62,19.93,6.75,48.47
4/29/2009,22.9467,4.15,20.25,6.845,50.45
4/30/2009,22.3733,4.126,20.26,7.23,50.4
5/1/2009,22.4867,4.11,20.24,6.9,50.05
5/4/2009,22.7533,4.692,20.19,7.12,50.84
5/5/2009,22.6667,4.768,19.79,7.11,50.46
5/6/2009,21.96,4.492,19.79,7.01,49.51
5/7/2009,21.16,4.278,19.32,7.005,49.89
5/8/2009,21.6533,4.49,19.42,6.83,50.14
5/11/2009,21.2333,4.332,19.32,6.725,50.63
5/12/2009,20.6667,4.5,19.89,6.59,50.9
5/13/2009,20,4.198,19.75,6.375,50.03
5/14/2009,20.12,4.458,20.06,6.365,49.1
5/15/2009,20.1,4.678,20.22,6.47,48.15
5/18/2009,20.8467,5.858,20.6,6.695,49.92
5/19/2009,20.84,5.838,20.31,6.71,49.36
5/20/2009,20.5267,5.676,20.38,6.775,48.94
5/21/2009,19.66,5.602,19.82,6.715,49.11
5/22/2009,19.4867,5.9,19.75,6.5,49.25
5/26/2009,20.9333,5.84,20.34,6.75,50
5/27/2009,20.6133,5.852,20.13,6.7,49.32
5/28/2009,20.3467,6.148,20.45,6.855,49.55
5/29/2009,21.7133,6.228,20.89,7.195,49.74
6/1/2009,21.66,6.416,21.4,7.46,50.59
6/2/2009,22.1,6.362,21.4,7.41,49.93
6/3/2009,22.2867,6.006,21.73,7.65,50.88
6/4/2009,22.2867,6.438,21.83,7.585,50.87
6/5/2009,21.92,6.524,22.14,7.545,51.07
6/8/2009,22.1067,6.262,22.05,7.485,50.81
6/9/2009,21.9,6.354,22.08,7.6,50.61
6/10/2009,21.7933,6.368,22.55,7.45,50.06
6/11/2009,21.3067,6.376,22.83,7.13,49.32
6/12/2009,21.52,6.228,23.33,7.275,49.84
6/15/2009,21.06,5.964,23.42,7.06,48.46
6/16/2009,19.9,5.998,23.45,7,48.25
6/17/2009,20.6333,5.964,23.68,7.15,48.56
6/18/2009,20.46,5.784,23.5,7.055,48.68
6/19/2009,20.66,5.966,24.07,7.12,48.17
6/22/2009,20.5667,5.64,23.28,6.855,48.59
6/23/2009,20.42,5.602,23.34,7.08,48.35
6/24/2009,20.2533,5.624,23.47,7.105,48.51
6/25/2009,20.68,5.914,23.79,7.42,49.15
6/26/2009,19.3733,6.178,23.35,7.265,48.63
6/29/2009,20.0267,6.16,23.86,7.32,48.76
6/30/2009,19.88,5.9,23.77,6.945,48.44
7/1/2009,20.0267,6.146,24.04,7,48.37
7/2/2009,19.6867,5.97,23.37,6.695,47.79
7/6/2009,19.24,5.592,23.2,6.7,47.73
7/7/2009,19.12,5.58,22.53,6.485,47.84
7/8/2009,19.12,5.208,22.56,6.52,48.37
7/9/2009,19.1333,5.26,22.44,6.82,48.08
7/10/2009,19.2067,5.21,22.39,6.725,47.57
7/13/2009,19.5733,5.458,23.23,7.025,47.83
7/14/2009,19.62,5.65,23.11,7.055,48.13
7/15/2009,20.34,5.96,24.12,7.21,48.55
7/16/2009,20.3533,5.87,24.44,7.205,48.51
7/17/2009,20.86,6.092,24.29,7.22,48.49
7/20/2009,21.2667,6.652,24.53,7.46,48.82
7/21/2009,21.1533,6.508,24.83,7.345,48.86
7/22/2009,18.1,6.366,24.8,8.695,49.17
7/23/2009,18.2333,6.664,25.56,8.63,48.76
7/24/2009,17.8333,6.322,23.45,8.61,48.94
7/27/2009,17.66,6.276,23.11,8.65,48.97
7/28/2009,18.04,6.072,23.47,8.68,48.92
7/29/2009,18.0067,5.946,23.8,8.58,49.37
7/30/2009,18.1333,6.212,23.81,8.815,49.98
7/31/2009,18.3133,6.27,23.52,8.85,49.88
8/3/2009,18.8933,6.64,23.83,9.135,49.84
8/4/2009,18.9733,6.586,23.77,9.35,49.85
8/5/2009,19.08,6.592,23.81,9.25,49.2
8/6/2009,19,6.48,23.46,9.15,48.98
8/7/2009,19.36,6.324,23.56,9.515,49.29
8/10/2009,19.5133,5.95,23.42,9.6,49.72
8/11/2009,19.2467,5.866,23.13,9.43,50.04
8/12/2009,18.8267,6.088,23.53,9.615,50.51
8/13/2009,18.86,6.34,23.62,9.82,51.88
8/14/2009,18.2133,6.154,23.692,9.56,51.79
8/17/2009,17.92,5.734,23.25,9.31,51.57
8/18/2009,18.0867,5.922,23.58,9.505,51.36
8/19/2009,18.4533,5.93,23.65,9.56,51.67
8/20/2009,18.44,6.04,23.67,9.61,51.71
8/21/2009,18.6267,6.214,24.41,9.855,51.36
8/24/2009,18.2,6.21,24.64,9.62,51.55
8/25/2009,18.2,6.282,24.64,9.75,51.67
8/26/2009,18.3333,6.278,24.55,9.675,51.8
8/27/2009,18.04,6.28,24.69,9.72,51.24
8/28/2009,17.76,6.204,24.68,9.665,51.13
8/31/2009,17.4,6.104,24.65,9.495,50.87
9/1/2009,17.14,5.87,24,9.28,50.97
9/2/2009,16.96,5.902,23.86,9.28,50.92
9/3/2009,17.44,5.97,24.11,9.345,51.74
9/4/2009,17.6733,6.146,24.62,9.51,51.68
9/8/2009,17.8467,6.552,24.82,9.6,51.4
9/9/2009,17.5467,6.786,24.78,10.045,51.11
9/10/2009,17.5533,6.858,25,9.985,51.03
9/11/2009,17.54,6.968,24.86,9.945,50.72
9/14/2009,17.46,6.952,25,10.04,50.38
9/15/2009,17.5067,7.112,25.2,9.895,49.93
9/16/2009,17.5933,7.37,25.2,9.925,50.04
9/17/2009,17.7,7.15,25.3,10.04,49.96
9/18/2009,17.9333,7.082,25.26,10.38,50.11
9/21/2009,18.6067,7.012,25.3,10.335,50.91
9/22/2009,18.1133,7.168,25.77,10.235,50.99
9/23/2009,17.4133,7.078,25.71,9.845,50.4
9/24/2009,17.5,7.03,25.94,9.585,50.7
9/25/2009,17.44,7.04,25.55,9.915,49.47
9/28/2009,17.6467,7.248,25.83,10.31,49.5
9/29/2009,17.8267,7.268,25.75,10.19,49.23
9/30/2009,17.6,7.712,25.72,10.325,49.09
10/1/2009,17.7333,7.418,24.88,9.985,49
10/2/2009,17.5733,7.576,24.96,9.87,49.08
10/5/2009,17.5667,7.944,24.64,10.03,49.06
10/6/2009,17.7267,8.082,25.11,10.265,49.48
10/7/2009,17.5933,7.832,25.1,10.2,49.49
10/8/2009,18.12,7.882,25.67,10.235,49.74
10/9/2009,18.22,7.822,25.55,10.12,49.97
10/12/2009,17.8267,7.874,25.72,10.18,49.61
10/13/2009,18.0667,7.902,25.81,10.095,50.34
10/14/2009,18.3067,8.136,25.96,10.27,50.19
10/15/2009,18.36,8.134,26.71,10.36,50.95
10/16/2009,18.3,8.102,26.5,10.32,51.22
10/19/2009,18.4,8.248,26.36,10.47,51.89
10/20/2009,18.32,8.144,26.37,10.265,51.7
10/21/2009,17.8067,7.818,26.58,10.17,50.63
10/22/2009,17.8867,7.868,26.59,10.33,50.48
10/23/2009,17.4267,7.732,28.02,10.135,50.44
10/26/2009,17.9933,7.476,28.68,10.025,49.84
10/27/2009,17.4133,6.864,28.59,9.545,49.87
10/28/2009,16.6133,6.596,28.02,9.37,49.9
10/29/2009,17.2933,6.734,28.22,9.76,50.4
10/30/2009,16.7,6.29,27.73,9.49,49.68
11/2/2009,17.2533,6.56,27.88,9.69,50.28
11/3/2009,17.5333,6.618,27.53,9.71,49.9
11/4/2009,17.5467,7.094,28.06,9.605,50.38
11/5/2009,18.0133,7.212,28.47,9.85,51.28
11/6/2009,18.0733,7.198,28.52,10.56,51.25
11/9/2009,18.5667,7.836,28.99,10.55,52
11/10/2009,18.3067,7.692,29.01,10.705,52.31
11/11/2009,18.32,8.136,29.12,10.855,52.97
11/12/2009,18.2467,7.71,29.36,10.84,53.24
11/13/2009,18.1133,7.776,29.63,10.89,53.2
11/16/2009,18.0467,7.956,29.54,11.03,53.16
11/17/2009,18.0533,7.938,30,10.995,53.66
11/18/2009,17.8533,7.762,30.11,10.86,54.15
11/19/2009,17.3933,7.412,29.78,10.765,54.54
11/20/2009,17.3467,7.608,29.62,10.705,54.28
11/23/2009,17.4133,7.776,29.94,10.805,54.68
11/24/2009,17.4267,7.568,29.91,10.665,54.85
11/25/2009,17.5933,7.686,29.79,10.91,54.96
11/27/2009,16.9067,7.282,29.22,10.715,54.63
11/30/2009,16.7133,7.44,29.41,10.95,54.55
12/1/2009,17.1467,7.64,30.01,10.865,54.75
12/2/2009,17.14,7.678,29.78,10.84,54.57
12/3/2009,17.0533,7.5,29.83,10.56,54.44
12/4/2009,17.4467,7.648,29.98,10.8,54.24
12/7/2009,17.56,7.336,29.79,10.7,54.93
12/8/2009,17.78,7.36,29.57,10.61,54.41
12/9/2009,17.8933,7.388,29.71,10.65,54.07
12/10/2009,18.1867,7.526,29.87,11.155,54.69
12/11/2009,18.3667,7.326,29.85,11.2,54.65
12/14/2009,18.6067,7.312,30.11,11.42,54.07
12/15/2009,18.7267,7.01,30.02,11.365,53.98
12/16/2009,19.2267,7.028,30.1,11.22,53.32
12/17/2009,18.5867,6.842,29.6,11.125,52.76
12/18/2009,18.84,6.852,30.36,11.84,52.85
12/21/2009,19.24,6.942,30.52,11.57,53.4
12/22/2009,19.4333,7.222,30.82,11.86,53.34
12/23/2009,19.3,7.38,30.92,11.87,53.32
12/24/2009,19.2,7.4,31,11.83,53.6
12/28/2009,19,7.46,31.17,11.905,53.98
12/29/2009,18.9133,7.518,31.39,11.755,54.11
12/30/2009,18.7867,7.562,30.96,11.655,54.3
12/31/2009,18.4867,7.542,30.48,11.53,53.45
1/4/2010,18.54,7.752,30.95,11.525,54.23
1/5/2010,18.6,7.862,30.96,11.795,53.69
1/6/2010,18.74,7.738,30.77,11.71,53.57
1/7/2010,18.74,7.72,30.452,11.68,53.6
1/8/2010,18.76,7.56,30.66,11.64,53.33
1/11/2010,19.0933,7.554,30.27,11.605,54.21
1/12/2010,18.9867,7.23,30.07,11.41,54.73
1/13/2010,19.18,7.356,30.35,11.6875,55.01
1/14/2010,19.3333,7.338,30.96,11.775,54.21
1/15/2010,19.3133,7.238,30.86,11.635,53.68
1/19/2010,19.3467,7.628,31.1,11.79,54.03
1/20/2010,18.9867,7.52,30.585,11.645,53.86
1/21/2010,18.8,7.174,30.01,11.838,52.92
1/22/2010,18.6867,7.192,28.96,11.455,52.94
1/25/2010,18.9333,7.382,29.32,11.2,52.88
1/26/2010,18.6333,6.912,29.5,11.27,53.61
1/27/2010,18.68,6.86,29.67,11.205,53.4
1/28/2010,18.5867,6.694,29.16,11.04,52.61
1/29/2010,18.5733,7.056,28.18,10.895,53.43
2/1/2010,18.62,7.19,28.41,11.115,53.48
2/2/2010,19.5867,7.162,28.46,11.225,53.49
2/3/2010,19.1533,7.4,28.63,11.215,54.27
2/4/2010,18.7533,6.954,27.84,10.905,52.97
2/5/2010,19.0133,6.708,28.02,10.85,53.45
2/8/2010,19.18,6.718,27.72,10.955,52.93
2/9/2010,19.5067,7.012,28.01,11.095,53.25
2/10/2010,19.4267,6.974,27.99,11.185,53.24
2/11/2010,19.92,7.096,28.12,11.28,53.08
2/12/2010,20.1467,7.088,27.93,11.3,52.9
2/16/2010,20.32,7.226,28.35,11.44,53.56
2/17/2010,19.92,7.27,28.59,11.575,54.06
2/18/2010,19.9933,7.342,28.969,11.63,53.47
2/19/2010,20.08,7.304,28.77,11.68,53.49
2/22/2010,19.9667,7.27,28.73,11.45,53.83
2/23/2010,19.92,7.268,28.33,11.34,53.62
2/24/2010,19.8667,7.32,28.63,11.54,53.92
2/25/2010,19.9667,7.37,28.6,11.45,54.15
2/26/2010,19.78,7.65,28.67,11.455,54.07
3/1/2010,19.94,7.778,29.02,11.645,53.9
3/2/2010,19.9,7.858,28.46,11.665,53.59
3/3/2010,20.0133,8.01,28.46,11.53,53.66
3/4/2010,20.2733,7.914,28.63,11.46,53.96
3/5/2010,20.7733,8.192,28.5875,11.685,54.14
3/8/2010,20.7067,8.15,28.63,11.66,54.15
3/9/2010,20.7533,8.17,28.8,11.81,54.06
3/10/2010,20.9667,8.182,28.97,12.115,53.63
3/11/2010,21.1933,8.278,29.18,12.135,53.97
3/12/2010,21.2467,8.27,29.27,12.14,53.9
3/15/2010,21.26,8.092,29.29,12.21,55.42
3/16/2010,21.7333,8.298,29.37,12.645,55.99
3/17/2010,21.9333,8.51,29.63,12.78,55.92
3/18/2010,21.9333,8.48,29.61,12.51,55.94
3/19/2010,21.5667,8.154,29.59,12.485,55.34
3/22/2010,22.0067,8.226,29.6,12.62,55.62
3/23/2010,22.1467,8.144,29.88,12.705,55.89
3/24/2010,22.1267,8.032,29.65,12.645,55.58
3/25/2010,22.04,8.208,30.01,12.105,55.61
3/26/2010,22.1267,8.288,29.66,12.295,55.51
3/29/2010,21.8733,8.584,29.59,12.305,55.74
3/30/2010,22.3667,8.686,29.77,12.28,55.91
3/31/2010,22.2267,8.54,29.2875,12.135,55.6
4/1/2010,22.5333,8.71,29.16,12.12,55.49
4/5/2010,22.5133,9.07,29.27,12.305,55.49
4/6/2010,22.64,9.158,29.32,12.3,55.53
4/7/2010,22.5933,8.904,29.35,12.455,55.28
4/8/2010,22.7133,8.81,29.92,12.415,55.38
4/9/2010,22.84,9,30.34,12.36,55.07
4/12/2010,22.9933,8.668,30.32,12.245,55.02
4/13/2010,23,8.536,30.45,12.365,54.72
4/14/2010,23.52,8.568,30.82,12.42,54.64
4/15/2010,22.9,8.368,30.87,12.565,54.13
4/16/2010,22.84,8.162,30.67,12.48,54.11
4/19/2010,22.65,8.204,31.039,12.45,54.39
4/20/2010,22.84,8.542,31.36,12.63,54.52
4/21/2010,23.04,8.516,31.332,12.695,54.47
4/22/2010,23.72,8.604,31.39,13.625,54.49
4/23/2010,23.8,8.982,30.96,13.63,54.53
4/26/2010,23.25,8.58,31.11,13.695,54.04
4/27/2010,23.28,8.194,30.845,13.265,54.04
4/28/2010,23.04,8.284,30.91,13.11,53.61
4/29/2010,23.29,8.484,31.003,13.3,53.7
4/30/2010,22.57,8.504,30.535,12.99,53.64
5/3/2010,22.68,8.474,30.86,13.59,53.74
5/4/2010,22.14,7.876,30.13,13.015,54.02
5/5/2010,21.36,8.106,29.85,13.11,54.77
5/6/2010,20.96,7.688,28.98,12.805,53.23
5/7/2010,20.56,7.672,28.21,12.7253,52.4
5/10/2010,21.3,8.486,28.94,13.52,52.58
5/11/2010,21.29,8.164,28.88,13.35,52.46
5/12/2010,21.39,8.224,29.44,13.925,52.48
5/13/2010,21.19,8.168,29.24,13.72,52.4
5/14/2010,20.71,7.836,28.93,13.255,52.12
5/17/2010,20.91,7.894,28.94,13.455,52.73
5/18/2010,20.31,7.59,28.5975,13.29,53.705
5/19/2010,20.17,7.314,28.24,13.095,53.04
5/20/2010,20.26,7.024,27.11,12.55,51.3
5/21/2010,19.95,7.27,26.84,12.645,51.37
5/24/2010,20.07,7.076,26.27,12.535,51
5/25/2010,20.41,7.022,26.07,12.46,50.28
5/26/2010,20.2,6.97,25.01,12.355,50.02
5/27/2010,20.27,7.458,26,13.01,50.7
5/28/2010,19.98,7.358,25.8,12.945,50.56
6/1/2010,19.71,7.096,25.89,12.85,50.92
6/2/2010,20.1,7.36,26.46,13.29,51.72
6/3/2010,20.48,7.426,26.86,13.43,51.72
6/4/2010,19.73,7.256,25.79,13.0763,50.4
6/7/2010,19.06,7.034,25.29,12.77,50.74
6/8/2010,19.24,7.08,25.11,12.925,50.78
6/9/2010,18.85,6.992,24.79,13.155,50.99
6/10/2010,19.16,7.22,25,13.49,51.22
6/11/2010,19.44,7.316,25.66,13.575,50.86
6/14/2010,19.65,7.318,25.495,13.73,51.24
6/15/2010,20.07,7.576,26.5825,13.965,51.64
6/16/2010,20.13,7.594,26.32,13.995,50.98
6/17/2010,19.87,7.6,26.37,13.99,51.41
6/18/2010,19.77,7.62,26.44,14.045,51.55
6/21/2010,19.37,7.794,25.95,14.01,51.02
6/22/2010,19.28,7.55,25.77,13.615,50.68
6/23/2010,19.58,7.716,25.308,13.66,50.81
6/24/2010,19.2,7.496,25,13.335,50.03
6/25/2010,19.16,7.512,24.5325,13.405,48.8
6/28/2010,19.25,7.598,24.31,13.195,49.57
6/29/2010,17.34,7.254,23.31,12.505,48.9
6/30/2010,17.07,7.228,23.01,12.15,48.07
7/1/2010,16.78,7.192,23.16,12.33,48.34
7/2/2010,16.44,7.154,23.27,12.175,48
7/6/2010,16.44,7.244,23.82,11.8053,48.57
7/7/2010,17.38,7.356,24.3,12.2,48.92
7/8/2010,17.28,7.43,24.4095,12.42,49.18
7/9/2010,17.55,7.57,24.27,12.65,49.43
7/12/2010,17.2,7.664,24.83,12.635,50.12
7/13/2010,17.63,7.834,25.13,12.97,50.54
7/14/2010,17.37,7.722,25.44,13,50.35
7/15/2010,17.57,7.744,25.51,13.065,50.41
7/16/2010,16.98,7.524,24.89,12.675,49.67
7/19/2010,17.09,7.592,25.23,12.745,49.52
7/20/2010,17.15,7.61,25.48,12.885,50.88
7/21/2010,17.26,7.554,25.12,12.585,50.35
7/22/2010,17.68,7.796,25.84,12.575,50.86
7/23/2010,17.93,7.864,25.81,12.69,51.67
7/26/2010,18.31,7.872,26.1,12.695,51.13
7/27/2010,18.04,7.856,26.16,12.59,50.96
7/28/2010,17.98,7.674,25.95,12.495,51.13
7/29/2010,17.84,7.786,26.03,12.41,51.06
7/30/2010,18.16,7.782,25.81,12.425,51.19
8/2/2010,18.57,8.28,26.33,12.34,51.41
8/3/2010,18.34,8.328,26.16,12.36,51.29
8/4/2010,18.23,8.4,25.73,12.59,51.6
